diseases,shortness of breath,sharp chest pain,dizziness,cough,skin swelling,leg pain,sharp abdominal pain,vomiting,headache,nausea
chronic rheumatic fever,0,1,0,0,0,0,0,0,0,0
chronic rheumatic fever,0,0,1,0,0,0,0,0,0,0
chronic rheumatic fever,1,1,1,0,0,0,0,0,0,0
chronic rheumatic fever,1,1,0,0,0,0,0,0,0,0
chronic rheumatic fever,0,1,1,0,0,0,0,0,0,0
chronic rheumatic fever,0,1,1,0,0,0,0,0,0,0
chronic rheumatic fever,0,0,1,0,0,0,0,0,0,0
chronic rheumatic fever,1,1,1,0,0,0,0,0,0,0
chronic rheumatic fever,0,0,0,0,0,0,0,0,0,0
chronic rheumatic fever,0,0,1,0,0,0,0,0,0,0
chronic rheumatic fever,0,1,1,0,0,0,0,0,0,0
chronic rheumatic fever,1,0,1,0,0,0,0,0,0,0
chronic rheumatic fever,1,1,0,0,0,0,0,0,0,0
chronic rheumatic fever,1,0,1,0,0,0,0,0,0,0
chronic rheumatic fever,1,1,1,0,0,0,0,0,0,0
chronic rheumatic fever,0,1,1,0,0,0,0,0,0,0
chronic rheumatic fever,1,1,0,0,0,0,0,0,0,0
chronic rheumatic fever,1,0,1,0,0,0,0,0,0,0
chronic rheumatic fever,1,0,0,0,0,0,0,0,0,0
chronic rheumatic fever,0,1,1,0,0,0,0,0,0,0
chronic rheumatic fever,0,0,0,0,0,0,0,0,0,0
chronic rheumatic fever,1,0,1,0,0,0,0,0,0,0
chronic rheumatic fever,0,1,0,0,0,0,0,0,0,0
chronic rheumatic fever,1,0,1,0,0,0,0,0,0,0
chronic rheumatic fever,0,1,0,0,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,0,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,0,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,0,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,0,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,0,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,0,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,0,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,0,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,0,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,0,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
chronic sinusitis,0,0,0,0,0,0,0,0,0,0
chronic sinusitis,0,0,0,0,0,0,0,0,0,0
chronic sinusitis,0,0,0,1,0,0,0,0,1,0
cirrhosis,1,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,0,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,0,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,0,0,0,0
cirrhosis,0,0,0,0,0,0,1,0,0,0
cirrhosis,1,0,0,0,0,0,1,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,0,0,0,0,0,0,0,0,0,0
cirrhosis,1,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,1,0,0,0,0
coagulation (bleeding) disorder,0,0,0,0,0,0,0,0,0,0
cold sore,0,0,0,0,0,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,0,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,0,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,0,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,0,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,0,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,0,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,0,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
cold sore,0,0,0,0,1,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,1,0,0,0
colonic polyp,0,0,0,0,0,0,0,0,0,0
common cold,0,0,0,1,0,0,0,1,0,0
common cold,0,0,0,0,0,0,0,1,0,0
common cold,0,0,0,0,0,0,0,0,0,0
common cold,0,0,0,1,0,0,0,1,0,0
common cold,0,0,0,0,0,0,0,1,0,0
common cold,0,0,0,1,0,0,0,0,1,0
common cold,0,0,0,0,0,0,0,0,0,0
common cold,0,0,0,0,0,0,0,0,0,0
common cold,0,0,0,1,0,0,0,1,1,0
common cold,0,0,0,0,0,0,0,1,1,0
common cold,0,0,0,1,0,0,0,1,1,0
common cold,0,0,0,0,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,1,0,0
common cold,0,0,0,0,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,1,0,0
common cold,0,0,0,1,0,0,0,1,0,0
common cold,0,0,0,1,0,0,0,1,1,0
common cold,0,0,0,1,0,0,0,0,0,0
common cold,0,0,0,0,0,0,0,1,1,0
common cold,0,0,0,1,0,0,0,1,1,0
common cold,0,0,0,0,0,0,0,0,1,0
common cold,0,0,0,0,0,0,0,0,1,0
common cold,0,0,0,0,0,0,0,1,1,0
common cold,0,0,0,0,0,0,0,1,1,0
common cold,0,0,0,0,0,0,0,1,1,0
common cold,0,0,0,1,0,0,0,1,1,0
common cold,0,0,0,1,0,0,0,1,1,0
common cold,0,0,0,0,0,0,0,0,0,0
common cold,0,0,0,1,0,0,0,1,1,0
common cold,0,0,0,0,0,0,0,1,1,0
common cold,0,0,0,0,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,1,1,0
common cold,0,0,0,1,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,0,0,0
common cold,0,0,0,0,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,0,0,0
common cold,0,0,0,0,0,0,0,0,1,0
common cold,0,0,0,0,0,0,0,1,1,0
common cold,0,0,0,1,0,0,0,1,1,0
common cold,0,0,0,1,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,1,0,0
common cold,0,0,0,0,0,0,0,0,0,0
common cold,0,0,0,0,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,0,0,0
common cold,0,0,0,1,0,0,0,1,1,0
common cold,0,0,0,0,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,0,1,0
common cold,0,0,0,1,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,0,0,0,0,0
complex regional pain syndrome,0,0,0,0,0,1,0,0,0,0
concussion,0,0,1,0,0,0,0,1,1,0
concussion,0,0,0,0,0,0,0,1,1,0
concussion,0,0,1,0,0,0,0,0,1,1
concussion,0,0,0,0,0,0,0,1,0,0
concussion,0,0,0,0,0,0,0,0,0,0
concussion,0,0,0,0,0,0,0,1,0,1
concussion,0,0,1,0,0,0,0,1,1,1
concussion,0,0,1,0,0,0,0,1,0,1
concussion,0,0,0,0,0,0,0,1,1,1
concussion,0,0,1,0,0,0,0,1,0,0
concussion,0,0,1,0,0,0,0,0,1,1
concussion,0,0,1,0,0,0,0,0,1,0
concussion,0,0,0,0,0,0,0,1,0,0
concussion,0,0,0,0,0,0,0,1,1,0
concussion,0,0,0,0,0,0,0,1,1,1
concussion,0,0,0,0,0,0,0,0,0,0
concussion,0,0,1,0,0,0,0,1,1,0
concussion,0,0,0,0,0,0,0,0,1,0
concussion,0,0,0,0,0,0,0,0,1,1
concussion,0,0,0,0,0,0,0,0,1,0
concussion,0,0,1,0,0,0,0,0,0,1
concussion,0,0,0,0,0,0,0,0,0,0
concussion,0,0,0,0,0,0,0,0,1,1
concussion,0,0,0,0,0,0,0,0,0,0
concussion,0,0,0,0,0,0,0,1,0,0
concussion,0,0,0,0,0,0,0,1,1,1
concussion,0,0,1,0,0,0,0,0,1,0
concussion,0,0,0,0,0,0,0,0,1,0
concussion,0,0,1,0,0,0,0,1,0,0
concussion,0,0,1,0,0,0,0,1,0,0
concussion,0,0,1,0,0,0,0,1,1,1
concussion,0,0,0,0,0,0,0,0,1,0
concussion,0,0,1,0,0,0,0,1,1,0
concussion,0,0,1,0,0,0,0,0,0,0
concussion,0,0,1,0,0,0,0,0,1,1
concussion,0,0,1,0,0,0,0,1,1,1
concussion,0,0,1,0,0,0,0,1,0,1
concussion,0,0,1,0,0,0,0,1,0,1
concussion,0,0,1,0,0,0,0,1,0,1
concussion,0,0,1,0,0,0,0,0,1,1
concussion,0,0,1,0,0,0,0,0,0,1
concussion,0,0,0,0,0,0,0,1,1,1
concussion,0,0,0,0,0,0,0,0,1,0
concussion,0,0,1,0,0,0,0,1,0,1
concussion,0,0,0,0,0,0,0,1,0,0
concussion,0,0,1,0,0,0,0,0,0,0
concussion,0,0,1,0,0,0,0,0,1,0
concussion,0,0,1,0,0,0,0,0,0,0
concussion,0,0,0,0,0,0,0,0,1,1
concussion,0,0,1,0,0,0,0,0,0,1
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conduct disorder,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
conductive hearing loss,0,0,0,0,0,0,0,0,0,0
conductive hearing loss,0,0,1,0,0,0,0,0,0,0
